MEET,MNAME,START,END,AGEUP,SINCE,COURSE,REMARKS,INDCHARGE,RELCHARGE,SURCHARGE,TYPE,SANCTION,MaxIndEnt,MaxRelEnt,MaxEnt,Location,RestrictBest,NonConform,EnforceQualifying,EnterAtQTime,MinAge,FacilityFee,TeamFee,Instructions,Altitude,EnforceSlowQtime,BanNoTimes,Lanes,EvenOrOdd,FastToSlow,Masters,ActiveFeeXMLSent,MinAge10AndUnder,SeedLanes,DeadLine,ActiveMeetID,OnlyPreEntered,CustIndCharge,CustRelCharge,CustSurCharge,CustIndAction,CustRelAction,CustSurAction,UseCustomFees,Addr,Addr2,City,State,ZIP,Cntry,OMEEntryStyle,SwimmerEntryDeadLine,SwimmerEntryOpen,AllowCustomTimes,ExportEntriesDate,LastSyncDate,FinalizeEntriesDate,UseSwimmersTeam,HonorInviteList,EntryTeam,EMailFrom,EMailSubject,EMailText,EntryEMailFrom,EntryEMailSubject,EntryEMailText,OMEBillDate,InviteEmailDate,CollectFeesOnline,OMEValidated,OMECustomTeam,OMEFilterTeam,OMENeedSync,License,OMENeedsSync,MeetSharingStatus,FileExportType,MeetRegistrationOpens,MeetRegistrationCloses,MeetSharingMeetID,MeetSharingPayStatus,MeetSharingResultDate,EV3Version
114,"SST vs FCS, Wakefield, WoL","12/02/05 00:00:00","12/02/05 00:00:00",,,"Y",,0,0,0,,,0,0,4,"Regency Park Sports Center, Fredericksburg",0,0,0,0,0,,,,,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
115,"SST vs North Stafford","12/10/05 00:00:00","12/10/05 00:00:00",,,"Y",,0,0,0,,,0,0,0,"Freedom Aquatic and Fitness Center",0,0,0,0,0,,,,,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
116,"VSIS 2006 State Championship","02/17/06 00:00:00","02/18/06 00:00:00","02/17/06 00:00:00",,"Y",,0,0,0,,,,,,"Carl Smith Aquatic Center",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
117,"SST vs COOL, TES","12/17/05 00:00:00","12/17/05 00:00:00",,,"Y",,0,0,0,,,0,0,0,"Freedom Aquatic and Fitness Center",0,0,0,0,0,,,,,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
118,"2006 National Catholic Championship","01/28/06 00:00:00","01/29/06 00:00:00",,,"Y",,0,0,0,,,0,0,0,"Villanova University",0,0,0,0,0,,,,,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
119,"SST vs. Paul VI High School","01/06/06 00:00:00","01/06/06 00:00:00",,,"Y",,0,0,0,,,0,0,0,"Dale City Recreation Center",0,0,0,0,0,,,,,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
120,"SST vs FA, FCS, RMA","01/07/06 00:00:00","01/07/06 00:00:00",,,"Y",,0,0,0,,,0,0,0,"Freedom Aquatic and Fitness Center",0,0,0,0,0,,,,,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
121,"SST vs Woodberry, St. Margaret's","01/20/06 00:00:00","01/20/06 00:00:00",,,"Y",,0,0,0,,,0,0,0,"Woodberry Forest",0,0,0,0,0,,,,,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
122,"SST vs ECS, Highland, Quantico","01/21/06 00:00:00","01/21/06 00:00:00",,,"Y",,0,0,0,,,0,0,0,"Freedom Aquatic and Fitness Center",0,0,0,0,0,,,,,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
124,"2006 DAC Championships","02/04/06 00:00:00","02/04/06 00:00:00",,,"Y",,0,0,0,,,0,0,0,"Freedom Aquatic and Fitness Center",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
126,"2006 OPHS Relay Carnival","12/02/06 00:00:00","12/02/06 00:00:00","12/02/06 00:00:00",,"Y",,0,0,0,,,,,,"Freedom Center",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
127,"SST vs Flint Hill Time Trial Meet","11/18/06 00:00:00","11/18/06 00:00:00",,,"Y",,0,0,0,"HS",,,,,"Freedom Fitness and Aquatic Center",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
129,"2007 National Catholic HS Championship","01/27/07 00:00:00","01/28/07 00:00:00",,,"Y",,0,0,0,,,,,,"Villanova University",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
130,"SST vs North Stafford, WoL","12/02/06 00:00:00","12/02/06 00:00:00",,,"Y",,0,0,0,,,,,,"Freedom Aquatic and Fitness Center",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
131,"SST vs North Stafford, WoL-WoL Entries","12/02/06 00:00:00","12/02/06 00:00:00",,,"Y",,0,0,0,,,,,,"Freedom Aquatic and Fitness Center",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
133,"SST vs Woodberry, FCS","12/09/06 00:00:00","12/09/06 00:00:00","12/09/06 00:00:00",,"Y",,0,0,0,,,2,3,4,"Woodberry Forest School",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
134,"SST vs Collegiate, Bishop Ireton","12/16/06 00:00:00","12/16/06 00:00:00",,,"Y",,0,0,0,,,,,,"Freedom Aquatic and Fitness Center",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
135,"SST vs PVI","01/06/07 00:00:00","01/06/07 00:00:00",,,"Y",,0,0,0,,,,,,"Freedom Aquatic and Fitness Center",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
136,"SST vs FCS","01/13/07 00:00:00","01/13/07 00:00:00",,,"Y",,0,0,0,,,,,,"Freedom Aquatic and Fitness Center",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
137,"SST vs FCS - Wakefield Entries","01/13/07 00:00:00","01/13/07 00:00:00",,,"Y",,0,0,0,,,,,,"Freedom Aquatic and Fitness Center",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
138,"SST vs FCS - Highland Entries","01/13/07 00:00:00","01/13/07 00:00:00",,,"Y",,0,0,0,,,,,,"Freedom Fitness and Aquatic Center",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
139,"SST at TES, NSA, Covenant","01/20/07 00:00:00","01/20/07 00:00:00",,,"Y",,0,0,0,,,,,,"ACAC Aquatic Center, Midlothian, VA",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
140,"SST JV at Norfolk Academy, COOL, GC","01/27/07 00:00:00","01/27/07 00:00:00",,,"Y",,0,0,0,,,,,,"Norfolk Academy",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
143,"VSIS Division II Invitational","02/03/07 00:00:00","02/03/07 00:00:00",,,"Y",,0,0,0,,,,,,"Freedom Aquatic and Fitness Center",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
144,"2007 VSIS State Championships","02/16/07 00:00:00","02/17/07 00:00:00","02/16/07 00:00:00","06/30/06 00:00:00","Y",,0,0,0,,,2,3,4,"Hargrave Military Academy",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
148,"SST vs SBHS,PCHS-Dec15,07","12/15/07 00:00:00","12/15/07 00:00:00","12/15/07 00:00:00",,"Y",,0,0,0,,,0,0,0,"Freedom Center",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
149,"SST vs NSHS, TES-Dec1,07","12/01/07 00:00:00","12/01/07 00:00:00","12/01/07 00:00:00",,"YO",,0,0,0,,,0,0,0,"Freedom Center",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
151,"2007 Time Trials","11/16/07 00:00:00","11/16/07 00:00:00",,,"Y",,0,0,0,,,,,,"Freedom Aquatic and Fitness Center",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
155,"2008 VSIS State Championships","02/15/08 00:00:00","02/16/08 00:00:00",,,"Y",,0,0,0,,,2,3,4,"Freedom Aquatic and Fitness Center",0,0,1,0,0,0,0,,0,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
156,"2008 National Catholic HS Championship","01/26/08 00:00:00","01/27/08 00:00:00",,,"Y",,0,0,0,,,,,,"Villanova University",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
158,"SSTvsBHS,HIGH,WAKE,QHS-Dec8,07","12/08/07 00:00:00","12/08/07 00:00:00","12/08/07 00:00:00",,"YO",,0,0,0,,,0,0,0,"Freedom Aquatic and Fitness Center",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
159,"NVSC Conference Regular Season-Dec14,07","12/14/07 00:00:00","12/14/07 00:00:00","12/14/07 00:00:00",,"YO",,,,0,,,0,0,0,"Warrenton Aquatic and Fitness Center",0,,0,0,0,0,0,,0,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
160,"SST, Paul VI @ Collegiate-Jan4,07","01/04/08 00:00:00","01/04/08 00:00:00","01/04/08 00:00:00",,"Y",,0,0,0,,,2,3,4,"St. Catherine's",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
161,"SST @ Woodberry, Madiera, FCS-Jan12,08","01/12/08 00:00:00","01/12/08 00:00:00",,,"Y",,0,0,0,,,,,,"Woodberry Forest School",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
163,"Junior Varsity Swimming Invitational-Jan19.08","01/19/08 00:00:00","01/19/08 00:00:00","01/19/08 00:00:00",,"YO",,0,0,0,,,3,4,5,"Warrenton Aquatic and Recreation Facility",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
164,"VSIS Division II Swimming Invitational","02/02/08 00:00:00","02/02/08 00:00:00","02/02/08 00:00:00",,"YO",,,,0,,,2,3,4,"Freedom Center",0,,0,0,0,0,0,,0,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
165,"SST @ FA, NVSC-Jan18,08","01/18/08 00:00:00","01/18/08 00:00:00",,,"S",,0,0,0,"HS",,2,3,4,"Fredericksburg Academy",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
167,"SST@FA - Converted 400m times","01/18/08 00:00:00","01/18/08 00:00:00",,,"Y",,0,0,0,,,,,,,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
168,"NVSC Champs","02/09/08 00:00:00","02/09/08 00:00:00",,,"S",,0,0,0,,,,,,"Fredericksburg Academy",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
170,"NVSC Champs - Converted 400m times","02/09/08 00:00:00","02/09/08 00:00:00",,,"Y",,0,0,0,,,,,,,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
39,"Practice Trials","09/01/00 00:00:00","09/01/00 00:00:00",,,"S",,0,0,0,"HS",,0,,,,0,,0,0,,,,,,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
40,"Paul IV Vs SST","12/02/00 00:00:00","12/02/00 00:00:00",,,"Y",,0,0,0,"HS",,0,,,,0,,0,0,,,,,,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
41,"2001 VSIS","02/16/01 00:00:00","02/17/01 00:00:00",,,"Y",,0,0,0,"HS",,0,,,"Chatam VA USA",0,,0,0,,,,,,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
42,"FA, WAKE, SST","12/09/00 00:00:00","12/09/00 00:00:00",,,"S",,0,0,0,"HS",,0,,,,0,,0,0,,,,,,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
44,"FA,ECS,MMA","01/13/01 00:00:00","01/13/01 00:00:00",,,"S",,0,0,0,,,0,,,,0,,0,0,,,,,,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
45,"FA/High/FCS","01/20/01 00:00:00","01/20/01 00:00:00",,,"S",,0,0,0,"HS",,0,,,,0,,0,0,,,,,,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
46,"DAC Championship","02/10/01 00:00:00","02/10/01 00:00:00",,,"S",,0,0,0,"HS",,0,,,,0,,0,0,,,,,,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
47,"RMA/FCS/FA","02/03/01 00:00:00","02/03/01 00:00:00",,,"S",,0,0,0,"HS",,0,,,,0,,0,0,,,,,,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
48,"2002 VSIS State Championships","02/15/02 00:00:00","02/16/02 00:00:00",,"02/01/01 00:00:00","YS",,0,0,0,"HS",,0,0,4,"Hargrave Military Academy",0,0,1,0,,,,,,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
49,"SST v PVI","12/01/01 00:00:00","12/01/01 00:00:00",,,"Y",,0,0,0,"HS",,0,0,4,"Dale city Rec",0,0,0,0,,,,,,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
50,"FA,ECS,Wake,SST","12/08/01 00:00:00","12/08/01 00:00:00",,,"S","BE ON DECK 8:00 AM",0,0,0,"HS",,0,0,4,"Fredericksburg Academy",0,0,0,0,,,,,,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
51,"SST vs. Central","12/15/01 00:00:00","12/15/01 00:00:00",,,"Y","BE ON DECK 6:20 PM.",0,0,0,"HS",,0,0,4,"Strassburg Rec. Center",0,0,0,0,,,,,,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
52,"Time Trials","11/11/02 00:00:00","11/11/02 00:00:00","11/11/02 00:00:00",,"Y",,0,0,0,"HS",,0,0,0,"GMU Freedom Center",0,0,0,0,0,,,,,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
53,"SST vs. FA, Wakefield, Highland","12/07/02 00:00:00","12/07/02 00:00:00",,,"S",,0,0,0,"HS",,0,0,4,"Fredericksburg Academy",0,0,0,0,,,,,,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
54,"SST vs. North Stafford, Quantico","12/14/02 00:00:00","12/14/02 00:00:00",,,"Y",,0,0,0,"HS",,0,0,4,"FAST Aquatic Club",0,0,0,0,,,,,,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
55,"SST vs Paul VI","12/20/02 00:00:00","12/20/02 00:00:00",,,"Y",,0,0,0,"HS",,0,0,0,"Dale City Recreation Center",0,0,0,0,,,,,,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
56,"SST vs. O'Connell","01/11/03 00:00:00","01/11/03 00:00:00",,,"Y",,0,0,0,"HS",,0,0,0,"FAST Aquatic Center",0,0,0,0,,,,,,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
57,"SST vs FA, ECS, FC","01/18/03 00:00:00","01/18/03 00:00:00",,,"S",,0,0,0,,,0,0,0,"Fredericksburg Academy",0,0,0,0,,,,,,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
59,"SST vs. MMA, WoL","01/25/03 00:00:00","01/25/03 00:00:00",,,"Y",,0,0,0,,,0,0,0,"FAST Aquatic Center",0,0,0,0,,,,,,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
60,"SST vs. FA, Highland, RMA","02/01/03 00:00:00","02/01/03 00:00:00",,,"S",,0,0,0,,,0,0,0,"Fredericksburg Academy",0,0,0,0,,,,,,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
61,"2003 DAC Championships","02/08/03 00:00:00","02/08/03 00:00:00",,,"S",,0,0,0,,,0,0,0,"Fredericksburg Academy",0,0,0,0,0,,,,,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
62,"SST vs N. Stafford","01/05/02 00:00:00","01/05/02 00:00:00",,,"Y",,,,,"HS",,,,,"Dale City Rec.",0,,0,0,,,,,,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
63,"SST vs FA, MMA, High","01/12/02 00:00:00","01/12/02 00:00:00",,,"S",,,,,"HS",,,,,"Fredericksburg Academy",0,,0,0,,,,,,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
64,"2002 DAC Championship","02/09/02 00:00:00","02/09/02 00:00:00",,,"S",,0,0,0,"HS",,,,,"Fredericksburg Academy",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
65,"RMA vs SETON","01/26/02 00:00:00","01/26/02 00:00:00",,,"Y",,,,,"HS",,,,,"Dale City REc.",0,,0,0,,,,,,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
66,"FA, FCS, RMA vs Seton","02/02/02 00:00:00","02/02/02 00:00:00",,,"S",,,,,"HS",,,,,"Fredericksburg Academy",0,,0,0,,,,,,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
67,"38th Annual Metros","02/22/02 00:00:00","02/23/02 00:00:00",,,"Y",,,,,"HS",,,,,"Montgomery County Rec.",0,,0,0,,,,,,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
68,"39th Annual Metros","02/22/03 00:00:00","02/22/03 00:00:00",,,"Y",,0,0,0,,,0,0,0,"Montgomery Aquatic Center",0,0,0,0,,,,,,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
69,"2003 VSIS State Championships","02/28/03 00:00:00","03/01/03 00:00:00",,,"YS",,0,0,0,,,0,0,0,"University of Virginia",0,0,0,0,,,,,,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
70,"SST vs. Fauquier High, ECS","11/21/03 00:00:00","11/21/03 00:00:00",,,"Y",,0,0,0,,,0,0,0,"FAST Aquatic Center",0,0,0,0,,,,,,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
71,"USA Times from Beginning of 2003-2004 Season","09/20/03 00:00:00","09/20/03 00:00:00",,,"Y",,0,0,0,,,0,0,0,,0,0,0,0,,,,,,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
72,"SST vs. FA, FCS","12/12/03 00:00:00","12/12/03 00:00:00",,,"S",,0,0,0,,,0,0,0,"Fredericksburg Academy",0,0,0,0,0,,,,,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
